provider,category,uuid,dimension_a,dimension_b,price,weight,material,finishing,palette,main_color,main_color_frequency,img_info_percentage
catna,azulejo portugues,fdf7c3fd-6861-4429-9c29-6758e43952e7,41.97,32.18,54.33,1.61,stone,matt,"[array([42.  , 46.  , 89.  ,  0.16]), array([8.50e+01, 9.80e+01, 1.35e+02, 1.10e-01]), array([1.41e+02, 1.51e+02, 1.80e+02, 1.10e-01]), array([1.95e+02, 2.01e+02, 2.18e+02, 1.30e-01]), array([242.  , 244.  , 246.  ,   0.49])]",[242. 244. 246.],0.49,0.997
catna,azulejo portugues,1252ef7e-9db9-4d2b-9bcf-49b97e120f40,12.93,37.9,25.77,0.5,quartz,gloss,"[array([35. , 43. , 77. ,  0.1]), array([ 91.  , 104.  , 121.  ,   0.17]), array([148.  , 147.  , 147.  ,   0.24]), array([184.  , 185.  , 188.  ,   0.24]), array([226.  , 227.  , 228.  ,   0.26])]",[226. 227. 228.],0.26,0.998
catna,azulejo portugues,6ebb6122-b9e9-4688-afdf-c32c2f164d1f,20.08,37.4,36.01,1.33,limestone,gloss,"[array([61.  , 43.  , 27.  ,  0.15]), array([96.  , 93.  , 89.  ,  0.17]), array([130.  , 138.  , 141.  ,   0.28]), array([165.  , 176.  , 182.  ,   0.32]), array([2.21e+02, 2.12e+02, 1.99e+02, 8.00e-02])]",[165. 176. 182.],0.32,0.998
catna,azulejo portugues,ae82558c-3eb4-4ba1-9f3a-b43078fa2f80,49.42,26.91,25.64,0.97,granite,matt,"[array([67.  , 67.  , 64.  ,  0.08]), array([1.32e+02, 1.34e+02, 1.30e+02, 1.20e-01]), array([1.85e+02, 1.82e+02, 1.77e+02, 1.80e-01]), array([215.  , 211.  , 205.  ,   0.31]), array([240.  , 239.  , 236.  ,   0.32])]",[240. 239. 236.],0.32,0.998
catna,azulejo portugues,03fd49ab-2e2f-44da-a9f5-c7295c4ce060,29.27,34.34,37.38,0.41,glass,gloss,"[array([3.00e+01, 5.90e+01, 1.41e+02, 1.20e-01]), array([128.  , 129.  , 145.  ,   0.16]), array([2.03e+02, 1.52e+02, 6.30e+01, 1.30e-01]), array([164.  , 176.  , 197.  ,   0.21]), array([221.  , 221.  , 214.  ,   0.39])]",[221. 221. 214.],0.39,0.997
catna,azulejo portugues,73d5e5b8-2301-452e-97db-7677cf67fc4d,20.82,27.93,35.31,1.15,porcelain,gloss,"[array([ 47.  ,  58.  , 119.  ,   0.23]), array([1.02e+02, 1.12e+02, 1.54e+02, 1.00e-01]), array([1.59e+02, 1.67e+02, 1.89e+02, 1.40e-01]), array([208.  , 213.  , 221.  ,   0.25]), array([231.  , 235.  , 238.  ,   0.28])]",[231. 235. 238.],0.28,0.997
catna,azulejo portugues,8e9c0c52-7ecf-49e5-a092-33161760f6b8,28.03,23.08,38.08,1.12,limestone,matt,"[array([ 46.  ,  62.  , 129.  ,   0.21]), array([9.30e+01, 1.07e+02, 1.59e+02, 1.10e-01]), array([1.51e+02, 1.61e+02, 1.96e+02, 1.00e-01]), array([2.00e+02, 2.10e+02, 2.28e+02, 1.80e-01]), array([234. , 237. , 239. ,   0.4])]",[234. 237. 239.],0.4,0.998
catna,azulejo portugues,f8ab3d1c-53be-421b-9eb2-643594efde63,27.27,7.38,45.55,0.52,limestone,gloss,"[array([20.  , 23.  , 63.  ,  0.13]), array([ 24.  ,  37.  , 137.  ,   0.21]), array([1.24e+02, 1.35e+02, 1.77e+02, 1.50e-01]), array([2.06e+02, 1.35e+02, 3.10e+01, 4.00e-02]), array([208.  , 215.  , 237.  ,   0.48])]",[208. 215. 237.],0.48,0.998
catna,azulejo portugues,df77207d-6a40-438c-8ec1-4441afbebeef,31.4,45.55,12.11,1.14,quartz,gloss,"[array([106.  ,  87.  ,  70.  ,   0.23]), array([144.  , 130.  , 118.  ,   0.22]), array([1.92e+02, 1.50e+02, 1.03e+02, 8.00e-02]), array([186.  , 180.  , 172.  ,   0.21]), array([225.  , 218.  , 211.  ,   0.26])]",[225. 218. 211.],0.26,0.998
catna,azulejo portugues,ceb38f97-5a39-4135-be16-504e1519698a,14.75,46.19,16.73,1.82,limestone,gloss,"[array([37.  , 42.  , 57.  ,  0.24]), array([69.  , 75.  , 91.  ,  0.18]), array([115.  , 110.  , 106.  ,   0.29]), array([143.  , 141.  , 143.  ,   0.22]), array([2.05e+02, 2.10e+02, 2.15e+02, 7.00e-02])]",[115. 110. 106.],0.29,0.998
catna,azulejo portugues,83bee8f2-fcc3-4efb-89fe-d50e4ed89d95,19.07,21.01,19.32,1.31,stone,matt,"[array([6.10e+01, 7.50e+01, 1.03e+02, 7.00e-02]), array([ 98.  , 112.  , 146.  ,   0.15]), array([1.45e+02, 1.55e+02, 1.78e+02, 1.00e-01]), array([1.93e+02, 2.01e+02, 2.16e+02, 1.10e-01]), array([245.  , 246.  , 243.  ,   0.58])]",[245. 246. 243.],0.58,0.997
catna,azulejo portugues,82afbb0c-6757-422c-af82-7fd9c89ed9e7,24.19,2.71,66.05,0.6,marble,matt,"[array([57.  , 34.  , 30.  ,  0.11]), array([1.79e+02, 1.80e+01, 1.40e+01, 4.00e-02]), array([127.  , 103.  ,  88.  ,   0.17]), array([196.  , 162.  , 136.  ,   0.27]), array([222.  , 218.  , 213.  ,   0.42])]",[222. 218. 213.],0.42,0.998
catna,azulejo portugues,1beeae66-6335-44fc-b853-ba3194184b38,30.61,22.94,19.09,1.11,quartz,matt,"[array([ 39.  ,  31.  , 104.  ,   0.34]), array([9.40e+01, 9.60e+01, 1.47e+02, 1.40e-01]), array([2.39e+02, 1.00e+02, 9.00e+00, 1.10e-01]), array([1.65e+02, 1.68e+02, 2.03e+02, 1.40e-01]), array([239.  , 240.  , 245.  ,   0.28])]",[ 39.  31. 104.],0.34,0.996
catna,azulejo portugues,92293b3e-dca6-4439-9cab-188861d00fec,26.48,33.1,22.54,1.82,granite,matt,"[array([76.  , 40.  , 36.  ,  0.16]), array([160.  ,  99.  ,  64.  ,   0.21]), array([2.27e+02, 1.57e+02, 7.90e+01, 1.80e-01]), array([206.  , 173.  , 147.  ,   0.22]), array([2.41e+02, 2.31e+02, 2.18e+02, 2.30e-01])]",[241. 231. 218.],0.23,0.996
catna,azulejo portugues,0a778e37-0e55-4d56-a9cf-0142a570b6a2,50.66,45.52,35.84,0.86,granite,gloss,"[array([9.70e+01, 1.05e+02, 8.80e+01, 1.00e-01]), array([114. , 122. , 122. ,   0.2]), array([1.39e+02, 1.36e+02, 8.50e+01, 1.30e-01]), array([137.  , 142.  , 138.  ,   0.24]), array([156.  , 159.  , 155.  ,   0.33])]",[156. 159. 155.],0.33,0.998
catna,azulejo portugues,4ca6c378-eddb-48e5-b99a-5867e4d265fa,7.94,30.67,5.92,0.54,ceramic,gloss,"[array([46.  , 65.  , 87.  ,  0.14]), array([ 65.  , 116.  , 132.  ,   0.18]), array([1.77e+02, 1.55e+02, 1.49e+02, 1.40e-01]), array([7.30e+01, 1.85e+02, 2.01e+02, 1.80e-01]), array([241.  , 239.  , 236.  ,   0.35])]",[241. 239. 236.],0.35,0.998
catna,azulejo portugues,a32885ea-f14f-41e1-afeb-f86fa9798816,34.29,34.89,27.01,1.28,porcelain,matt,"[array([32.  , 37.  , 91.  ,  0.13]), array([ 78.  ,  86.  , 137.  ,   0.17]), array([138. , 135. , 160. ,   0.2]), array([180.  , 177.  , 194.  ,   0.24]), array([224.  , 220.  , 225.  ,   0.26])]",[224. 220. 225.],0.26,0.998
catna,azulejo portugues,698bc4b6-6df2-460e-8de4-49b5b922a5b7,27.19,32.6,18.62,1.3,wood,gloss,"[array([80.  , 72.  , 77.  ,  0.19]), array([202.  ,  92.  , 112.  ,   0.29]), array([8.40e+01, 1.89e+02, 2.04e+02, 1.20e-01]), array([1.96e+02, 1.61e+02, 1.69e+02, 1.60e-01]), array([2.34e+02, 2.36e+02, 2.36e+02, 2.30e-01])]",[202.  92. 112.],0.29,0.997
catna,azulejo portugues,bb7b78f9-87e9-43df-a87b-f726982dded7,9.9,10.98,23.44,0.84,porcelain,gloss,"[array([9.5e+01, 7.0e+01, 5.7e+01, 9.0e-02]), array([1.21e+02, 1.43e+02, 1.36e+02, 1.20e-01]), array([176. , 135. ,  88. ,   0.2]), array([200.  , 187.  , 147.  ,   0.31]), array([231.  , 228.  , 199.  ,   0.27])]",[200. 187. 147.],0.31,0.998
catna,azulejo portugues,447bce70-779e-4b84-9848-a3ab3653389e,17.44,16.38,38.77,0.67,limestone,gloss,"[array([ 34.  ,  52.  , 101.  ,   0.22]), array([ 73.  , 101.  , 147.  ,   0.16]), array([1.33e+02, 1.52e+02, 1.75e+02, 1.70e-01]), array([1.84e+02, 1.99e+02, 2.17e+02, 1.90e-01]), array([241.  , 245.  , 246.  ,   0.26])]",[241. 245. 246.],0.26,0.997
catna,azulejo portugues,57e5635b-c7e1-4d5d-bcb9-dd55e6f8fd3b,17.49,31.48,30.41,1.29,limestone,gloss,"[array([5.40e+01, 7.90e+01, 1.32e+02, 1.30e-01]), array([ 79.  , 105.  , 170.  ,   0.19]), array([2.04e+02, 1.57e+02, 6.90e+01, 8.00e-02]), array([1.69e+02, 1.77e+02, 1.95e+02, 5.00e-02]), array([233.  , 234.  , 230.  ,   0.54])]",[233. 234. 230.],0.54,0.998
catna,azulejo portugues,22305d78-6878-48cf-9713-b36f82901b0c,37.88,33.6,35.05,1.63,quartz,matt,"[array([14.  , 12.  , 10.  ,  0.31]), array([90. , 84. , 72. ,  0.2]), array([160.  , 154.  , 142.  ,   0.28]), array([2.42e+02, 2.34e+02, 5.20e+01, 8.00e-02]), array([2.34e+02, 2.29e+02, 2.12e+02, 1.30e-01])]",[14. 12. 10.],0.31,0.998
catna,azulejo portugues,0f71f7fa-0c70-470a-8209-daae3018475e,6.41,13.61,34.42,0.22,terracotta,gloss,"[array([18.  , 26.  , 66.  ,  0.21]), array([62.  , 69.  , 96.  ,  0.15]), array([113.  , 117.  , 130.  ,   0.14]), array([1.61e+02, 1.60e+02, 1.60e+02, 1.60e-01]), array([205.  , 200.  , 186.  ,   0.34])]",[205. 200. 186.],0.34,0.998
catna,azulejo portugues,5b8baa3e-014a-4da1-98e1-a622848db633,36.12,36.83,39.46,0.39,limestone,matt,"[array([ 62.  ,  67.  , 102.  ,   0.18]), array([126.  , 138.  , 155.  ,   0.21]), array([2.03e+02, 1.57e+02, 9.80e+01, 7.00e-02]), array([185.  , 191.  , 197.  ,   0.26]), array([233.  , 234.  , 232.  ,   0.28])]",[233. 234. 232.],0.28,0.997
catna,azulejo portugues,5fb55246-83d1-40c7-9a82-2e59c8ee8d2f,11.11,18.0,16.43,1.27,granite,matt,"[array([56.  , 65.  , 88.  ,  0.13]), array([106.  , 123.  , 140.  ,   0.21]), array([1.73e+02, 1.47e+02, 1.09e+02, 1.00e-01]), array([167.  , 175.  , 180.  ,   0.27]), array([216.  , 218.  , 214.  ,   0.29])]",[216. 218. 214.],0.29,0.998
catna,azulejo portugues,77673b94-88ab-4c38-8e74-2bba8061c3c2,16.05,33.8,29.56,0.87,granite,matt,"[array([70.  , 66.  , 85.  ,  0.11]), array([114.  , 112.  , 131.  ,   0.15]), array([168.  , 161.  , 166.  ,   0.17]), array([213.  , 207.  , 206.  ,   0.22]), array([244.  , 242.  , 239.  ,   0.35])]",[244. 242. 239.],0.35,0.9940000000000001
catna,azulejo portugues,502618c8-db76-4edc-8811-79faddf67879,45.38,15.73,13.95,0.22,wood,gloss,"[array([90. , 68. , 49. ,  0.1]), array([1.36e+02, 1.32e+02, 1.32e+02, 1.10e-01]), array([2.07e+02, 1.35e+02, 5.80e+01, 4.00e-02]), array([2.03e+02, 1.89e+02, 1.76e+02, 1.70e-01]), array([240.  , 233.  , 227.  ,   0.58])]",[240. 233. 227.],0.58,0.998
catna,azulejo portugues,2858b44c-79ae-4c62-808d-e3ba4a81757c,27.81,26.11,29.47,0.26,wood,gloss,"[array([99.  , 72.  , 39.  ,  0.17]), array([147.  , 132.  , 114.  ,   0.26]), array([2.14e+02, 1.45e+02, 6.20e+01, 9.00e-02]), array([194.  , 181.  , 162.  ,   0.26]), array([2.36e+02, 2.31e+02, 2.19e+02, 2.20e-01])]",[147. 132. 114.],0.26,0.997
catna,azulejo portugues,7a57937b-e7d2-44a5-a3fb-55667855432a,27.3,2.71,26.84,1.27,terracotta,gloss,"[array([38.  , 37.  , 99.  ,  0.17]), array([ 94.  , 123.  , 168.  ,   0.22]), array([1.90e+02, 1.93e+02, 1.98e+02, 9.00e-02]), array([2.33e+02, 1.97e+02, 5.70e+01, 1.00e-01]), array([246.  , 248.  , 243.  ,   0.42])]",[246. 248. 243.],0.42,0.996
catna,azulejo portugues,1b4ace83-56d8-4b0b-87cf-f481253b7a9a,27.63,25.05,36.8,1.1,ceramic,matt,"[array([29.  , 64.  , 89.  ,  0.25]), array([ 66.  , 101.  , 130.  ,   0.29]), array([1.61e+02, 1.24e+02, 7.20e+01, 8.00e-02]), array([152.  , 162.  , 172.  ,   0.18]), array([2.28e+02, 2.32e+02, 2.35e+02, 2.00e-01])]",[ 66. 101. 130.],0.29,0.998
catna,azulejo portugues,a69197ac-1252-49f1-b065-8c02d08b64d4,37.95,25.16,13.05,0.79,porcelain,matt,"[array([ 30.  ,  53.  , 137.  ,   0.16]), array([ 88.  , 108.  , 166.  ,   0.19]), array([132.  , 149.  , 196.  ,   0.22]), array([1.73e+02, 1.90e+02, 2.23e+02, 2.20e-01]), array([2.26e+02, 2.34e+02, 2.43e+02, 2.10e-01])]",[132. 149. 196.],0.22,0.997
catna,azulejo portugues,161ce08a-a150-4750-bfa0-280068397e87,28.79,20.66,13.78,0.41,ceramic,matt,"[array([45.  , 51.  , 87.  ,  0.24]), array([ 92.  , 108.  , 148.  ,   0.21]), array([1.73e+02, 1.38e+02, 8.70e+01, 8.00e-02]), array([156. , 167. , 188. ,   0.2]), array([217.  , 217.  , 214.  ,   0.27])]",[217. 217. 214.],0.27,0.997
catna,azulejo portugues,5145b2f1-332a-4b56-b6f0-43890691f8d0,4.56,38.76,46.48,0.95,stone,matt,"[array([98. , 71. , 54. ,  0.1]), array([106.  , 112.  , 124.  ,   0.15]), array([154.  , 155.  , 161.  ,   0.18]), array([201.  , 197.  , 192.  ,   0.33]), array([235.  , 234.  , 228.  ,   0.24])]",[201. 197. 192.],0.33,0.998
catna,azulejo portugues,2e40a986-16b6-47c9-85d6-8f76bb208959,24.73,17.37,5.97,0.6,marble,matt,"[array([ 14. ,  54. , 123. ,   0.2]), array([5.80e+01, 9.20e+01, 1.48e+02, 1.00e-01]), array([1.06e+02, 1.37e+02, 1.83e+02, 1.00e-01]), array([1.51e+02, 1.80e+02, 2.17e+02, 1.80e-01]), array([231.  , 235.  , 236.  ,   0.41])]",[231. 235. 236.],0.41,0.998
catna,azulejo portugues,0ef8dad1-90a4-4eea-9d1a-1f11bf405963,37.33,34.2,35.23,0.31,wood,matt,"[array([48.  , 34.  , 37.  ,  0.15]), array([87.  , 82.  , 88.  ,  0.28]), array([154.  , 139.  , 129.  ,   0.18]), array([146.  , 163.  , 193.  ,   0.22]), array([2.17e+02, 2.11e+02, 2.11e+02, 1.80e-01])]",[87. 82. 88.],0.28,0.996
catna,azulejo portugues,be3fbe18-77fc-4b92-b33c-feafacf69cbb,26.82,15.17,55.64,2.0,terracotta,gloss,"[array([64.  , 33.  , 34.  ,  0.09]), array([ 96.  , 113.  , 157.  ,   0.21]), array([2.05e+02, 1.58e+02, 1.15e+02, 1.20e-01]), array([158.  , 169.  , 199.  ,   0.28]), array([220. , 224. , 230. ,   0.3])]",[220. 224. 230.],0.3,0.998
catna,azulejo portugues,8fab1779-9516-444c-8008-ac7c2c94c0dd,18.4,32.08,51.63,1.32,porcelain,gloss,"[array([95.  , 94.  , 77.  ,  0.13]), array([157.  , 123.  ,  38.  ,   0.24]), array([166.  , 157.  , 105.  ,   0.27]), array([2.12e+02, 1.97e+02, 1.34e+02, 1.90e-01]), array([2.38e+02, 2.32e+02, 1.92e+02, 1.70e-01])]",[166. 157. 105.],0.27,0.998
catna,azulejo portugues,940bc39e-662d-49a1-b3e7-b1ca1af4f847,20.44,23.78,0.47,0.81,quartz,matt,"[array([57.  , 41.  , 23.  ,  0.29]), array([83. , 80. , 78. ,  0.2]), array([115.  , 115.  , 114.  ,   0.24]), array([153.  , 157.  , 165.  ,   0.21]), array([2.00e+02, 2.03e+02, 2.12e+02, 7.00e-02])]",[57. 41. 23.],0.29,0.998
catna,azulejo portugues,c05eef7e-2838-4cd5-b3c4-c6bc88660e6e,4.24,20.84,24.0,1.44,limestone,gloss,"[array([44.  , 39.  , 69.  ,  0.07]), array([103.  ,  95.  , 125.  ,   0.13]), array([155.  , 147.  , 167.  ,   0.17]), array([2.03e+02, 1.95e+02, 2.05e+02, 1.90e-01]), array([245.  , 243.  , 242.  ,   0.44])]",[245. 243. 242.],0.44,0.998
catna,azulejo portugues,313f3a5e-7283-4b19-9154-e50ee68d454a,31.01,24.29,40.01,1.26,ceramic,matt,"[array([51.  , 53.  , 67.  ,  0.07]), array([1.56e+02, 1.06e+02, 8.10e+01, 1.40e-01]), array([1.00e+02, 1.48e+02, 1.75e+02, 1.20e-01]), array([202.  , 178.  , 135.  ,   0.25]), array([226.  , 226.  , 211.  ,   0.41])]",[226. 226. 211.],0.41,0.997
catna,azulejo portugues,a5e7a5e9-bc86-424d-a833-a79a42f933ba,10.56,20.66,35.66,0.43,limestone,matt,"[array([ 54.  ,  67.  , 142.  ,   0.24]), array([1.16e+02, 1.25e+02, 1.72e+02, 1.30e-01]), array([2.51e+02, 1.33e+02, 1.34e+02, 2.30e-01]), array([1.84e+02, 1.91e+02, 2.14e+02, 1.70e-01]), array([2.36e+02, 2.40e+02, 2.44e+02, 2.30e-01])]",[ 54.  67. 142.],0.24,0.997
catna,azulejo portugues,3e993341-d427-49f7-9007-33b4daf6e43a,27.5,32.89,19.67,0.42,glass,matt,"[array([ 70.  ,  85.  , 109.  ,   0.11]), array([1.85e+02, 1.40e+02, 8.90e+01, 4.00e-02]), array([1.29e+02, 1.49e+02, 1.69e+02, 1.50e-01]), array([214.  , 212.  , 205.  ,   0.45]), array([239.  , 238.  , 235.  ,   0.25])]",[214. 212. 205.],0.45,0.997
catna,azulejo portugues,d868b35e-2f83-4063-a7d2-4eab6ccf6965,32.13,38.66,41.26,0.7,granite,matt,"[array([49.  , 41.  , 28.  ,  0.06]), array([109.  , 105.  ,  94.  ,   0.14]), array([150.  , 153.  , 149.  ,   0.19]), array([194.  , 196.  , 193.  ,   0.31]), array([227. , 230. , 232. ,   0.3])]",[194. 196. 193.],0.31,0.998
catna,azulejo portugues,c3df4d52-aef8-4a42-b318-a111bce80b5d,23.46,28.48,9.27,0.54,limestone,gloss,"[array([35.  , 31.  , 55.  ,  0.06]), array([9.9e+01, 9.1e+01, 1.2e+02, 1.1e-01]), array([1.54e+02, 1.45e+02, 1.65e+02, 1.30e-01]), array([2.04e+02, 1.96e+02, 2.06e+02, 1.60e-01]), array([247.  , 245.  , 243.  ,   0.54])]",[247. 245. 243.],0.54,0.998
catna,azulejo portugues,2ee71083-038e-4253-a3c7-cad9c27f0b17,28.06,19.26,27.46,1.17,wood,matt,"[array([12.  , 21.  , 67.  ,  0.19]), array([8.2e+01, 8.3e+01, 6.4e+01, 7.0e-02]), array([1.33e+02, 1.35e+02, 1.43e+02, 8.00e-02]), array([1.85e+02, 1.46e+02, 4.30e+01, 1.40e-01]), array([173.  , 176.  , 176.  ,   0.52])]",[173. 176. 176.],0.52,0.998
catna,azulejo portugues,563bb60b-99eb-4307-9b24-0dc30a2ef4f1,19.51,26.66,36.67,1.33,quartz,gloss,"[array([ 23.  ,  42.  , 115.  ,   0.65]), array([9.40e+01, 1.05e+02, 1.45e+02, 4.00e-02]), array([1.63e+02, 1.71e+02, 1.99e+02, 4.00e-02]), array([2.24e+02, 2.26e+02, 2.34e+02, 9.00e-02]), array([2.5e+02, 2.5e+02, 2.5e+02, 1.8e-01])]",[ 23.  42. 115.],0.65,0.996
catna,azulejo portugues,74796ebb-1522-435e-9ad4-819e446e317b,29.44,18.92,33.45,1.14,terracotta,matt,"[array([37.  , 36.  , 36.  ,  0.13]), array([103.  , 108.  , 123.  ,   0.16]), array([1.73e+02, 1.21e+02, 7.20e+01, 7.00e-02]), array([172.  , 165.  , 161.  ,   0.42]), array([216.  , 215.  , 214.  ,   0.22])]",[172. 165. 161.],0.42,0.998
catna,azulejo portugues,109bb211-c311-4d78-8ce4-14e40d17995d,24.27,35.57,36.09,1.05,glass,gloss,"[array([18.  , 19.  , 37.  ,  0.08]), array([ 23.  ,  70.  , 152.  ,   0.44]), array([9.30e+01, 1.21e+02, 1.66e+02, 1.40e-01]), array([1.70e+02, 1.87e+02, 2.06e+02, 1.40e-01]), array([2.30e+02, 2.38e+02, 2.38e+02, 1.90e-01])]",[ 23.  70. 152.],0.44,0.997
catna,azulejo portugues,471c26bd-f2fa-4c4a-8c0d-25a6571ce81b,16.52,33.05,37.49,0.87,porcelain,gloss,"[array([40.  , 52.  , 70.  ,  0.16]), array([1.54e+02, 9.40e+01, 5.50e+01, 1.10e-01]), array([ 86.  , 115.  , 145.  ,   0.19]), array([156.  , 181.  , 200.  ,   0.23]), array([233.  , 241.  , 242.  ,   0.31])]",[233. 241. 242.],0.31,0.996
catna,azulejo portugues,2f7323c0-b052-4fe4-be5f-e12c7530d011,32.71,28.33,11.58,0.59,porcelain,matt,"[array([61.  , 72.  , 74.  ,  0.14]), array([156.  , 103.  ,  53.  ,   0.16]), array([132.  , 142.  , 143.  ,   0.21]), array([204.  , 163.  , 101.  ,   0.22]), array([212.  , 207.  , 190.  ,   0.27])]",[212. 207. 190.],0.27,0.998
catna,azulejo portugues,d7927bd2-99ed-4f62-8680-c118f80ca951,30.48,23.92,41.02,1.07,stone,gloss,"[array([22.  , 40.  , 90.  ,  0.13]), array([ 75.  ,  98.  , 138.  ,   0.15]), array([127.  , 148.  , 179.  ,   0.19]), array([175.  , 190.  , 210.  ,   0.21]), array([230.  , 234.  , 239.  ,   0.31])]",[230. 234. 239.],0.31,0.998
catna,azulejo portugues,2dc3bcc8-b4e0-4942-a8a2-e0fab317793e,15.3,31.37,43.71,1.14,ceramic,matt,"[array([46.  , 38.  , 35.  ,  0.15]), array([104.  ,  91.  ,  78.  ,   0.19]), array([143.  , 137.  , 125.  ,   0.26]), array([200.  , 180.  , 158.  ,   0.28]), array([2.38e+02, 2.31e+02, 2.19e+02, 1.30e-01])]",[200. 180. 158.],0.28,0.998
catna,azulejo portugues,9f701273-63f2-4012-b562-e6dd164051d3,30.7,16.44,47.14,0.99,limestone,gloss,"[array([ 79.  ,  88.  , 123.  ,   0.13]), array([127. , 136. , 161. ,   0.2]), array([168.  , 176.  , 194.  ,   0.24]), array([209.  , 212.  , 221.  ,   0.32]), array([2.44e+02, 2.45e+02, 2.47e+02, 1.10e-01])]",[209. 212. 221.],0.32,0.998
catna,azulejo portugues,fe33b594-9e47-4438-900f-98e852573bb2,16.34,22.65,39.16,1.39,limestone,gloss,"[array([21.  , 14.  , 62.  ,  0.37]), array([ 77.  ,  73.  , 102.  ,   0.16]), array([1.27e+02, 1.23e+02, 1.47e+02, 1.30e-01]), array([1.82e+02, 1.79e+02, 1.95e+02, 1.30e-01]), array([2.39e+02, 2.38e+02, 2.42e+02, 2.10e-01])]",[21. 14. 62.],0.37,0.997
catna,azulejo portugues,cff0edd0-f847-46cf-92e9-99a43c02ab56,15.93,23.13,5.0,0.3,limestone,matt,"[array([  6.  ,  31.  , 157.  ,   0.41]), array([6.20e+01, 8.20e+01, 1.63e+02, 9.00e-02]), array([1.25e+02, 1.44e+02, 1.99e+02, 8.00e-02]), array([1.87e+02, 2.04e+02, 2.33e+02, 1.00e-01]), array([247.  , 250.  , 248.  ,   0.32])]",[  6.  31. 157.],0.41,0.996
catna,azulejo portugues,6d7873ce-286d-4587-9bb9-43658a26ad24,14.08,21.95,52.27,1.19,granite,matt,"[array([60.  , 45.  , 37.  ,  0.27]), array([101.  ,  80.  ,  61.  ,   0.29]), array([133.  , 126.  , 114.  ,   0.18]), array([1.68e+02, 1.71e+02, 1.68e+02, 1.50e-01]), array([2.15e+02, 2.21e+02, 2.22e+02, 1.10e-01])]",[101.  80.  61.],0.29,0.998
catna,azulejo portugues,c3afd4d5-a23e-48f9-9ed2-171d611b6442,40.71,44.3,10.51,0.57,ceramic,gloss,"[array([88.  , 40.  , 57.  ,  0.14]), array([154.  , 104.  ,  44.  ,   0.26]), array([151.  , 143.  ,  94.  ,   0.22]), array([234.  , 187.  ,  99.  ,   0.25]), array([2.47e+02, 2.39e+02, 1.94e+02, 1.30e-01])]",[154. 104.  44.],0.26,0.997
catna,azulejo portugues,e04248d3-bf6a-4c38-9ad4-524ebdc8fb0f,28.87,36.57,46.36,0.43,stone,gloss,"[array([38.  , 50.  , 94.  ,  0.12]), array([ 84.  ,  99.  , 138.  ,   0.19]), array([133.  , 143.  , 170.  ,   0.22]), array([177.  , 183.  , 199.  ,   0.24]), array([222.  , 224.  , 229.  ,   0.23])]",[177. 183. 199.],0.24,0.998
catna,azulejo portugues,a900d1bb-2a39-474e-8ff8-ff433dfdbdce,31.05,20.81,34.28,0.34,quartz,gloss,"[array([64.  , 71.  , 92.  ,  0.12]), array([2.19e+02, 8.30e+01, 5.80e+01, 1.60e-01]), array([8.80e+01, 1.48e+02, 1.98e+02, 1.60e-01]), array([191.  , 170.  , 127.  ,   0.32]), array([220.  , 217.  , 206.  ,   0.24])]",[191. 170. 127.],0.32,0.998
catna,azulejo portugues,d0879d5f-6376-4b31-adaa-15f0dcfa9618,15.74,16.53,21.64,0.85,quartz,matt,"[array([2.21e+02, 4.30e+01, 4.60e+01, 3.00e-02]), array([ 34.  , 178.  , 118.  ,   0.19]), array([1.96e+02, 1.94e+02, 1.29e+02, 1.20e-01]), array([2.40e+02, 2.13e+02, 4.30e+01, 2.30e-01]), array([248.  , 245.  , 213.  ,   0.43])]",[248. 245. 213.],0.43,0.997
catna,azulejo portugues,89ac7ece-6fc6-4a22-a2b3-8994de50d82d,39.1,29.91,6.83,1.09,granite,matt,"[array([26. , 35. , 59. ,  0.2]), array([ 65.  ,  81.  , 105.  ,   0.15]), array([1.04e+02, 1.19e+02, 1.35e+02, 1.30e-01]), array([157.  , 159.  , 155.  ,   0.31]), array([184. , 188. , 181. ,   0.2])]",[157. 159. 155.],0.31,0.998
catna,azulejo portugues,411181e0-e0b5-471e-acea-6246a5cc656c,26.6,9.93,21.1,0.65,limestone,matt,"[array([18.  , 18.  , 20.  ,  0.06]), array([ 85.  ,  93.  , 105.  ,   0.31]), array([8.50e+01, 1.47e+02, 1.95e+02, 1.00e-01]), array([143.  , 148.  , 148.  ,   0.28]), array([206.  , 221.  , 215.  ,   0.25])]",[ 85.  93. 105.],0.31,0.998
catna,azulejo portugues,877b8119-61d8-41cf-8b6d-3b9690481dc3,35.86,39.54,57.0,0.72,terracotta,matt,"[array([ 67.  ,  81.  , 124.  ,   0.25]), array([107.  , 126.  , 178.  ,   0.32]), array([1.75e+02, 1.83e+02, 2.06e+02, 1.70e-01]), array([2.43e+02, 1.88e+02, 1.49e+02, 3.00e-02]), array([2.33e+02, 2.37e+02, 2.42e+02, 2.30e-01])]",[107. 126. 178.],0.32,0.997
catna,azulejo portugues,aff76224-4ad4-4c14-ac78-6df1c6155b93,29.7,36.46,27.61,0.01,limestone,gloss,"[array([15.  , 22.  , 65.  ,  0.12]), array([ 45.  ,  55.  , 109.  ,   0.15]), array([8.50e+01, 9.60e+01, 1.43e+02, 1.00e-01]), array([1.46e+02, 1.52e+02, 1.77e+02, 5.00e-02]), array([219.  , 219.  , 219.  ,   0.59])]",[219. 219. 219.],0.59,0.998
